id,observed_on,quality_grade,url,image_url,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1822559,2015-08-01,research,http://www.inaturalist.org/observations/1822559,https://inaturalist-open-data.s3.amazonaws.com/photos/2210984/medium.jpg,false,3,"2878028986 Boy Scout Rd, Lacombe, LA, US",30.28078,-89.9214083333,,,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
1837430,2014-09-19,research,http://www.inaturalist.org/observations/1837430,https://inaturalist-open-data.s3.amazonaws.com/photos/2231928/medium.JPG,false,,"36.120948, -84.7456",36.120948,-84.7456,160,160,,,false,,,Slender Rose Gentian,Sabatia campanulata,Slender Rose Gentian,Plantae,84667
1847512,2015-07-18,research,http://www.inaturalist.org/observations/1847512,https://inaturalist-open-data.s3.amazonaws.com/photos/2245375/medium.JPG,false,,"Marion, Tennessee, United States",35.023315,-85.5759916667,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1862135,2015-08-10,research,http://www.inaturalist.org/observations/1862135,https://inaturalist-open-data.s3.amazonaws.com/photos/2265885/medium.jpg,false,3,,35.516165,-87.448008,10,10,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
1863561,2015-08-14,research,http://www.inaturalist.org/observations/1863561,https://inaturalist-open-data.s3.amazonaws.com/photos/2267740/medium.JPG,false,,"Bolivar Peninsula, Galveston County, Texas",29.477712,-94.582157,925,925,,,false,,,Catchfly Prairie Gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
1863594,2015-08-08,research,http://www.inaturalist.org/observations/1863594,https://inaturalist-open-data.s3.amazonaws.com/photos/2267796/medium.jpg,false,3,"Puncheon Camp Creek Rd, Livingston, TN, US",36.3120633333,-85.2212833333,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1871156,2015-08-16,research,http://www.inaturalist.org/observations/1871156,https://static.inaturalist.org/photos/2278334/medium.jpg,false,3,"Carl Alwin Schenck Memorial Forest, Raleigh, NC, US",35.817991,-78.727996,65,65,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1875453,2015-07-24,research,http://www.inaturalist.org/observations/1875453,https://static.inaturalist.org/photos/2284886/medium.jpg,false,,Hill Forest,36.1996202833,-78.8918896833,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1903367,2015-08-29,research,http://www.inaturalist.org/observations/1903367,https://inaturalist-open-data.s3.amazonaws.com/photos/2322906/medium.JPG,false,,Cades Cove,35.606016,-83.827679,274,274,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1923198,2015-09-04,research,http://www.inaturalist.org/observations/1923198,https://inaturalist-open-data.s3.amazonaws.com/photos/2351045/medium.JPG,false,,"3691 Rickenbacker Cswy, Miami, FL, US",25.751285,-80.154924,1430,1430,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
1945035,2015-09-12,research,http://www.inaturalist.org/observations/1945035,https://static.inaturalist.org/photos/2382415/medium.jpg,false,2,"Yell County, US-AR, US",35.22560324,-93.25185502,8,8,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1975433,2015-09-22,research,http://www.inaturalist.org/observations/1975433,https://inaturalist-open-data.s3.amazonaws.com/photos/2420133/medium.jpg,false,3,"4111 Little Marrowbone Rd, Nashville, TN, US",36.272175,-86.903305,,,,,false,,,Striped Gentian,Gentiana villosa,Striped Gentian,Plantae,163237
2001950,2015-07-18,research,http://www.inaturalist.org/observations/2001950,https://inaturalist-open-data.s3.amazonaws.com/photos/2435910/medium.JPG,false,,"Hanover, Virginia, United States",37.942463,-77.624269,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
2074481,2015-10-04,research,http://www.inaturalist.org/observations/2074481,https://inaturalist-open-data.s3.amazonaws.com/photos/2478769/medium.JPG,false,,329 Wesley Woods Rd.,35.701905,-83.787156,219,219,,,false,,,Striped gentian,Gentiana villosa,Striped Gentian,Plantae,163237
2085211,2015-10-07,research,http://www.inaturalist.org/observations/2085211,https://inaturalist-open-data.s3.amazonaws.com/photos/2494286/medium.jpg,false,3,"38462, Hohenwald, TN, US",35.602025,-87.6397383333,,,,,false,,,Soapwort Gentian,Gentiana saponaria,Soapwort Gentian,Plantae,163236
2097956,2015-10-11,research,http://www.inaturalist.org/observations/2097956,https://inaturalist-open-data.s3.amazonaws.com/photos/2511892/medium.JPG,false,,Alum Cave Trail,35.650786,-83.440969,619,619,,,false,,,narrowleaf gentian,Gentiana linearis,Narrowleaf Gentian,Plantae,163229
2098730,2015-10-11,research,http://www.inaturalist.org/observations/2098730,https://static.inaturalist.org/photos/2512940/medium.jpg,false,2,"Boone County, US-AR, US",36.24597397,-93.13207273,4,4,,,false,gps,gps,downy gentian,Gentiana puberulenta,downy gentian,Plantae,163234
2098731,2015-10-11,research,http://www.inaturalist.org/observations/2098731,https://static.inaturalist.org/photos/2512942/medium.jpg,false,2,"Boone County, US-AR, US",36.24592035,-93.13222046,3,3,,,false,gps,gps,downy gentian,Gentiana puberulenta,downy gentian,Plantae,163234
2098733,2015-10-11,research,http://www.inaturalist.org/observations/2098733,https://static.inaturalist.org/photos/2512946/medium.jpg,false,2,"Boone County, US-AR, US",36.24479632,-93.13210928,3,3,,,false,gps,gps,downy gentian,Gentiana puberulenta,downy gentian,Plantae,163234
2196956,2015-10-18,research,http://www.inaturalist.org/observations/2196956,https://static.inaturalist.org/photos/2542920/medium.jpg,false,,"Hwy 130, Coffee County, TN",35.3719,-86.281811,,,,,false,,,Soapwort gentian,Gentiana saponaria,Soapwort Gentian,Plantae,163236
2219147,2015-06-04,research,http://www.inaturalist.org/observations/2219147,https://static.inaturalist.org/photos/2547262/medium.jpg,false,,"Everglades area, Florida",25.756865,-80.766795,,,,,false,,,Bartram's rose-gentian,Sabatia bartramii,Bartram's rose-gentian,Plantae,168260
2275854,2012-12-19,research,http://www.inaturalist.org/observations/2275854,https://inaturalist-open-data.s3.amazonaws.com/photos/2555930/medium.JPG,false,,"Everglades NP, Florida",25.39933,-80.657812,221,221,,,false,,,Marsh Pink,Sabatia stellaris,marsh pink,Plantae,126339
2370368,2015-07-05,research,http://www.inaturalist.org/observations/2370368,https://static.inaturalist.org/photos/2639556/medium.jpg,false,3,"Whippoorwill Lane, NC",35.84322,-79.01476945,,,,,false,,,soapwort gentian,Gentiana saponaria,Soapwort Gentian,Plantae,163236
2412857,2015-11-21,research,http://www.inaturalist.org/observations/2412857,https://static.inaturalist.org/photos/2693972/medium.jpg,false,,"Pa-hay-okee, Everglades National Park, Florida",25.441037,-80.783826,224,224,,,false,,google,Marsh Pink,Sabatia stellaris,marsh pink,Plantae,126339
2480836,2015-05-22,research,http://www.inaturalist.org/observations/2480836,https://inaturalist-open-data.s3.amazonaws.com/photos/2779383/medium.jpg,false,,"Sarasota, FL",27.336151,-82.57512,29,29,,,false,,,Catchfly Prairie Gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
2484093,2015-12-16,research,http://www.inaturalist.org/observations/2484093,https://static.inaturalist.org/photos/2783820/medium.JPG,false,,"Carolina North Forest, NC",35.9381333333,-79.0875388889,,,,,false,,,Pennywort,Obolaria virginica,pennywort,Plantae,126800
2562726,2015-07-06,research,http://www.inaturalist.org/observations/2562726,https://inaturalist-open-data.s3.amazonaws.com/photos/2855312/medium.jpg,false,3,"Angelina National Forest, Broaddus, TX, US",31.25213,-94.225845,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
2640730,2010-08-28,research,http://www.inaturalist.org/observations/2640730,https://static.inaturalist.org/photos/2962460/medium.JPG,false,,"Butner, NC",36.149855,-78.732322,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
2727397,2016-02-27,research,http://www.inaturalist.org/observations/2727397,https://inaturalist-open-data.s3.amazonaws.com/photos/3075787/medium.jpg,false,,"Horton Grove Nature Preserve, Durham Co., NC",36.140276,-78.843106,2102,2102,,,false,,manual,Obolaria virginica,Obolaria virginica,pennywort,Plantae,126800
2772742,2016-03-12,research,http://www.inaturalist.org/observations/2772742,https://inaturalist-open-data.s3.amazonaws.com/photos/3140243/medium.jpg,false,3,"3691 Rickenbacker Cswy, Miami, FL, US",25.75373495,-80.147280274,5,5,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
2795372,2016-03-17,research,http://www.inaturalist.org/observations/2795372,https://inaturalist-open-data.s3.amazonaws.com/photos/3172865/medium.JPG,false,,"36 Highway 510 Bledsoe,KY",36.944504,-83.182254,224,224,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
2829956,2016-03-25,research,http://www.inaturalist.org/observations/2829956,https://inaturalist-open-data.s3.amazonaws.com/photos/3222386/medium.jpg,false,,"Horton Grove Nature Preserve, Durham, NC",36.14232,-78.845122,360,360,,,false,,manual,pennywort,Obolaria virginica,pennywort,Plantae,126800
2862498,2016-03-31,research,http://www.inaturalist.org/observations/2862498,https://inaturalist-open-data.s3.amazonaws.com/photos/3267316/medium.jpg,false,3,"28056, Gastonia, NC, US",35.301875,-81.0857,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
2892188,2016-04-06,research,http://www.inaturalist.org/observations/2892188,https://inaturalist-open-data.s3.amazonaws.com/photos/3307052/medium.jpg,false,3,"3368–3498 N Short Mountain Rd, Woodbury, TN, US",35.8686633333,-85.9905466667,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
2906422,2016-04-09,research,http://www.inaturalist.org/observations/2906422,https://inaturalist-open-data.s3.amazonaws.com/photos/3324997/medium.jpg,false,,"2201 Moorefields Rd, Hillsborough, NC",36.060826,-79.147525,433,433,,,false,,manual,pennywort,Obolaria virginica,pennywort,Plantae,126800
2914879,2016-04-10,research,http://www.inaturalist.org/observations/2914879,https://inaturalist-open-data.s3.amazonaws.com/photos/3336320/medium.jpg,false,3,"285 Brickell Ave, Altamont, TN, US",35.405645,-85.8489,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
2925512,2016-04-11,research,http://www.inaturalist.org/observations/2925512,https://inaturalist-open-data.s3.amazonaws.com/photos/3350709/medium.JPG,false,,"704 Cunningham Drive, Lufkin TX",31.331486,-94.70722,300,300,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
2951349,2016-04-16,research,http://www.inaturalist.org/observations/2951349,https://inaturalist-open-data.s3.amazonaws.com/photos/3385176/medium.jpg,false,3,"Shawnee National Forest, Pomona, IL, US",37.6870916667,-89.4054116667,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
2965050,2016-04-15,research,http://www.inaturalist.org/observations/2965050,https://inaturalist-open-data.s3.amazonaws.com/photos/3404640/medium.JPG,false,,"704 Cunningham Drive, Lufkin TX",31.331486,-94.70722,100,100,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
2968467,2016-04-17,research,http://www.inaturalist.org/observations/2968467,https://inaturalist-open-data.s3.amazonaws.com/photos/3409290/medium.jpg,false,,"Chambers, Texas, United States",29.60074,-94.52663,,,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3040047,2016-04-24,research,http://www.inaturalist.org/observations/3040047,https://inaturalist-open-data.s3.amazonaws.com/photos/3500270/medium.JPG,false,,Texas,29.614399,-94.537042,57,57,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3040054,2016-04-24,research,http://www.inaturalist.org/observations/3040054,https://inaturalist-open-data.s3.amazonaws.com/photos/3500284/medium.JPG,false,,Texas,29.614399,-94.537042,57,57,,,false,,,lesser centaury,Centaurium pulchellum,Lesser Centaury,Plantae,76217
3052371,2016-04-16,research,http://www.inaturalist.org/observations/3052371,https://inaturalist-open-data.s3.amazonaws.com/photos/3515928/medium.JPG,false,,trail of tears state forest,37.479899,-89.351764,573,573,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
3067907,2016-04-30,research,http://www.inaturalist.org/observations/3067907,https://inaturalist-open-data.s3.amazonaws.com/photos/3534716/medium.jpg,false,3,"37090, Lebanon, TN, US",36.0716822371,-86.3996252418,5,5,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
3077715,2016-04-17,research,http://www.inaturalist.org/observations/3077715,https://inaturalist-open-data.s3.amazonaws.com/photos/3548267/medium.JPG,false,,cave creek glade nature preserve,37.359072,-88.886207,52,52,,,false,,,American Columbo,Frasera caroliniensis,American columbo,Plantae,118741
3079784,2016-05-01,research,http://www.inaturalist.org/observations/3079784,https://inaturalist-open-data.s3.amazonaws.com/photos/3551423/medium.JPG,false,,Candy Abshier WMA,29.530711,-94.762058,231,231,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3079852,2016-05-01,research,http://www.inaturalist.org/observations/3079852,https://inaturalist-open-data.s3.amazonaws.com/photos/3551515/medium.JPG,false,,Candy Abshier WMA,29.529983,-94.763196,115,115,,,false,,,Pine-Woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
3103700,2016-04-25,research,http://www.inaturalist.org/observations/3103700,https://inaturalist-open-data.s3.amazonaws.com/photos/3585814/medium.jpg,false,3,"Martin Dies Jr State Park, Jasper, TX, US",30.8516346855,-94.1636728054,2198,2198,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3113269,2016-04-17,research,http://www.inaturalist.org/observations/3113269,https://inaturalist-open-data.s3.amazonaws.com/photos/3599480/medium.jpg,false,,"Chambers, Texas, United States",29.5594283333,-94.53404,,,,,false,,,lesser centaury,Centaurium pulchellum,Lesser Centaury,Plantae,76217
3126066,2016-05-08,research,http://www.inaturalist.org/observations/3126066,https://inaturalist-open-data.s3.amazonaws.com/photos/3616204/medium.jpg,false,2,"Chapel Hill, NC 27514",35.97776771,-79.0577952,9,9,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
3207829,2016-05-18,research,http://www.inaturalist.org/observations/3207829,https://inaturalist-open-data.s3.amazonaws.com/photos/3712983/medium.jpg,false,,"CR 317, Jasper County, TX, US",30.7522,-93.981643,228,228,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3253275,2016-05-21,research,http://www.inaturalist.org/observations/3253275,https://inaturalist-open-data.s3.amazonaws.com/photos/3763293/medium.jpeg,false,2,"7000-7382 State Road 1626 Bahama, NC 27503",36.13733139,-78.84038116,11,11,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
3284136,2014-07-01,research,http://www.inaturalist.org/observations/3284136,https://inaturalist-open-data.s3.amazonaws.com/photos/3796595/medium.JPG,false,,Elmer's Island,29.178285,-90.068407,,,,,false,,,Marsh Pink,Sabatia stellaris,marsh pink,Plantae,126339
3295161,2016-04-20,research,http://www.inaturalist.org/observations/3295161,https://inaturalist-open-data.s3.amazonaws.com/photos/3808364/medium.jpg,false,,"Haven Rd, Port St Joe, FL",29.706091,-85.382119,,,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
3299103,2016-05-23,research,http://www.inaturalist.org/observations/3299103,https://inaturalist-open-data.s3.amazonaws.com/photos/3812980/medium.jpg,false,3,"4201–4309 FM 1005, Kirbyville, TX, US",30.7790666667,-93.9968116667,,,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3319453,2016-05-27,research,http://www.inaturalist.org/observations/3319453,https://inaturalist-open-data.s3.amazonaws.com/photos/3834918/medium.jpg,false,3,"62995, Vienna, IL, US",37.359917869,-88.8858155523,38,38,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
3323522,2016-05-27,research,http://www.inaturalist.org/observations/3323522,https://static.inaturalist.org/photos/3839658/medium.jpg,false,,"Jefferson County, US-TX, US",29.855771,-93.945293,921,921,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
3341345,2016-04-18,research,http://www.inaturalist.org/observations/3341345,https://inaturalist-open-data.s3.amazonaws.com/photos/3858460/medium.jpg,false,3,"3192 Cannadys Mill Rd, Franklinton, NC, US",36.1863966667,-78.5543283333,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
